FINAL_RANK,SYMBOL,SECTOR,PE_RATIO,PRICE_TO_BOOK,ROE,REVENUE_GROWTH,EARNINGS_GROWTH,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,GROWTH_SCORE,QUALITY_SCORE,OWNERSHIP_SCORE,VALUATION_SCORE,FINAL_SCORE,RATING,AI_RESEARCH_SUMMARY
2027,SHANTIGEAR,CAPITAL GOODS,42.073284,8.072583,0.0,-0.258,-0.385,57.54,12.82,1.48,-32.15,8.75815,23.98,-22.78509529683074,-6.778574059366147,AVOID,"SHANTIGEAR operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.78.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.26.

Promoter holding is currently 57.54%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SHANTIGEAR: AVOID."
2028,JWL,CAPITAL GOODS,50.043102,4.4019294,0.0,-0.135,-0.419,36.24,22.24,6.2,-27.7,2.60345,20.754,-17.503842662295618,-6.878933532459122,AVOID,"JWL operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.88.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.14.

Promoter holding is currently 36.24%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for JWL: AVOID."
2029,RUBFILA,CHEMICALS,13.895436,1.3127974,0.098179996,0.064,-0.313,41.38,7.39,4.57,-12.45,5.800299859999999,17.0215,-41.84553729553046,-6.959717501106093,AVOID,"RUBFILA operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.96.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.1, while revenue growth stands at 0.06.

Promoter holding is currently 41.38%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RUBFILA: AVOID."
2030,ABCOTS,FMCG,32.91387,3.3530638,0.0,0.304,-0.473,53.17,2.51,1.88,-8.45,-6.026399950000001,19.7445,-32.950189349150094,-6.984057854830019,AVOID,"ABCOTS operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -6.98.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.3.

Promoter holding is currently 53.17%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ABCOTS: AVOID."
2031,DPWIRES,CAPITAL GOODS,22.893538,1.1077653,0.0,-0.384,-0.316,61.44,12.04,9.18,-35.0,1.3824999999999998,27.187999999999995,-12.580298164786438,-7.163709632957288,AVOID,"DPWIRES operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.16.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.38.

Promoter holding is currently 61.44%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for DPWIRES: AVOID."
2032,MUKANDLTD,METALS,32.942307,2.0794828,0.0,0.055,-0.311,56.44,4.44,6.98,-12.8,-17.31910012,22.039,-12.681334066000971,-7.164196849200194,AVOID,"MUKANDLTD operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.16.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.06.

Promoter holding is currently 56.44%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MUKANDLTD: AVOID."
2033,VAKRANGEE,IT,61.0,3.0681298,0.051119998,-0.068,-0.5,30.81,9.79,6.79,-28.4,4.0515498800000005,14.458999999999998,-14.156482675751116,-7.244031571150222,AVOID,"VAKRANGEE operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.24.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.05, while revenue growth stands at -0.07.

Promoter holding is currently 30.81%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VAKRANGEE: AVOID."
2034,ARVSMART,REALTY,39.352608,4.804106,0.0,-0.208,-0.396,44.56,6.45,8.79,-30.200000000000003,8.278349999999998,19.5605,-22.927487122579265,-7.249892424515854,AVOID,"ARVSMART operates in the REALTY sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.25.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.21.

Promoter holding is currently 44.56%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ARVSMART: AVOID."
2035,STYLEBAAZA,FMCG,47.14853,6.7940464,0.0,0.133,-0.377,57.6,7.49,5.68,-12.2,-15.34285,23.55,-18.7240090519887,-7.29765681039774,AVOID,"STYLEBAAZA operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.3.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.13.

Promoter holding is currently 57.6%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for STYLEBAAZA: AVOID."
2036,MINDTECK,IT,24.531818,2.4664671,0.0,-0.034,-0.36,31.97,13.01,7.8,-19.7,4.304100125,16.6165,-30.23077663732957,-7.341625289965914,AVOID,"MINDTECK operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.34.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.03.

Promoter holding is currently 31.97%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MINDTECK: AVOID."
2037,FCONSUMER,FMCG,0.0,-0.24005488,0.0,0.012,0.0,55.24,9.17,8.9,0.6,-4.4857,23.764000000000003,-54.97142320122799,-7.407194640245598,AVOID,"FCONSUMER operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.41.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.01.

Promoter holding is currently 55.24%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for FCONSUMER: AVOID."
2038,SADBHIN,CAPITAL GOODS,0.0,-0.19013943,0.0,0.182,0.0,40.61,14.72,8.87,9.1,11.2218,20.255000000000003,-87.77895200380058,-7.4082504007601155,AVOID,"SADBHIN operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.41.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.18.

Promoter holding is currently 40.61%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SADBHIN: AVOID."
2039,ARKADE,REALTY,15.529709,2.3869112,0.0,-0.124,-0.286,43.56,7.46,3.53,-20.5,10.88109975,17.422500000000003,-40.10468959753537,-7.422107994507074,AVOID,"ARKADE operates in the REALTY sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of -7.42.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.12.

Promoter holding is currently 43.56%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ARKADE: AVOID."
